FrameIndex,TrueLabel,ViT_Pred,HOC_Pred,Cyclo_Pred,DS_Fusion_Pred,Correct,Confidence,Conflict,SNR
12,16QAM,64QAM,16qam,16QAM,16QAM,1,0.837853218502773,0.916560600890235,15
120,16QAM,64QAM,16qam,16QAM,16QAM,1,0.758007829336271,0.922348863536269,15
121,16QAM,64QAM,16qam,16QAM,16QAM,1,0.656305693571751,0.943302085002265,15
122,16QAM,64QAM,64qam,16QAM,64QAM,0,0.907150083731139,0.752589752494775,15
123,16QAM,64QAM,16qam,64QAM,64QAM,0,0.979001161748379,0.742879158649028,15
124,16QAM,64QAM,16qam,16QAM,16QAM,1,0.640030233978447,0.933779809841815,15
125,16QAM,64QAM,16qam,16QAM,16QAM,1,0.631236597524916,0.941747077192431,15
126,16QAM,64QAM,16qam,16QAM,16QAM,1,0.762673706497638,0.916701564258447,15
127,16QAM,64QAM,16qam,16QAM,16QAM,1,0.571357545232053,0.948535125826934,15
128,16QAM,64QAM,64qam,64QAM,64QAM,0,0.992370273983191,0.555971290017655,15
129,16QAM,64QAM,64qam,64QAM,64QAM,0,0.996532378088643,0.416681883835561,15
13,16QAM,64QAM,16qam,16QAM,16QAM,1,0.742056335512629,0.937448076097419,15
130,16QAM,64QAM,16qam,16QAM,16QAM,1,0.641171421843039,0.936341809883932,15
131,16QAM,64QAM,16qam,16QAM,16QAM,1,0.625569946459684,0.945201192278385,15
132,16QAM,64QAM,16qam,16QAM,16QAM,1,0.769665146686334,0.920595470771588,15
133,16QAM,64QAM,16qam,64QAM,64QAM,0,0.972383085908976,0.759572373961883,15
134,16QAM,64QAM,16qam,64QAM,64QAM,0,0.985143043915482,0.648568580318343,15
135,16QAM,64QAM,16qam,64QAM,64QAM,0,0.98741959085786,0.70612115586564,15
136,16QAM,64QAM,64qam,16QAM,16QAM,1,0.654595254101765,0.919103077844275,15
137,16QAM,64QAM,16qam,16QAM,16QAM,1,0.624632532611714,0.94844611698076,15
138,16QAM,64QAM,16qam,16QAM,16QAM,1,0.633248641770336,0.945832425764144,15
139,16QAM,64QAM,16qam,16QAM,16QAM,1,0.562856263235457,0.946403354520737,15
14,16QAM,64QAM,16qam,16QAM,16QAM,1,0.563651809087228,0.949501083280729,15
140,16QAM,64QAM,64qam,16QAM,64QAM,0,0.551732262985705,0.938668293011357,15
141,16QAM,64QAM,16qam,16QAM,16QAM,1,0.603247084357247,0.946402912173892,15
142,16QAM,64QAM,64qam,64QAM,64QAM,0,0.99416242655704,0.490635812591179,15
143,16QAM,64QAM,16qam,16QAM,16QAM,1,0.64618190967894,0.94153826107125,15
144,16QAM,64QAM,16qam,16QAM,16QAM,1,0.739049175649964,0.936005527003722,15
145,16QAM,64QAM,16qam,16QAM,16QAM,1,0.620461006892244,0.938755589687621,15
146,16QAM,QPSK,16qam,16QAM,16QAM,1,0.923703471540071,0.904388202866527,15
147,16QAM,64QAM,16qam,16QAM,16QAM,1,0.467444041464502,0.953131193326716,15
148,16QAM,64QAM,16qam,64QAM,64QAM,0,0.991003372596924,0.698552657624538,15
149,16QAM,64QAM,16qam,64QAM,64QAM,0,0.985645980251801,0.639403065099921,15
15,16QAM,64QAM,16qam,16QAM,16QAM,1,0.588444367450749,0.9454555991224,15
150,16QAM,64QAM,16qam,16QAM,16QAM,1,0.45418983087863,0.955024801688259,15
151,16QAM,64QAM,64qam,16QAM,16QAM,1,0.596830733386551,0.913489207366272,15
152,16QAM,64QAM,16qam,64QAM,64QAM,0,0.975880969257503,0.814737123044894,15
153,16QAM,64QAM,16qam,16QAM,16QAM,1,0.673166788171082,0.938698085636184,15
154,16QAM,64QAM,16qam,16QAM,16QAM,1,0.764785134378866,0.929884325005125,15
155,16QAM,64QAM,16qam,16QAM,64QAM,0,0.868178917985373,0.832484436644334,15
156,16QAM,64QAM,16qam,16QAM,16QAM,1,0.624161901322731,0.945167643760434,15
157,16QAM,64QAM,16qam,64QAM,64QAM,0,0.966093193617756,0.695132704881403,15
158,16QAM,64QAM,64qam,64QAM,64QAM,0,0.998259089398167,0.335041155899672,15
159,16QAM,64QAM,16qam,16QAM,16QAM,1,0.850148673194759,0.923278898960993,15
16,16QAM,64QAM,16qam,16QAM,64QAM,0,0.888264785290336,0.816181695427087,15
160,16QAM,64QAM,16qam,16QAM,16QAM,1,0.779500215786627,0.923217382382694,15
161,16QAM,64QAM,16qam,16QAM,16QAM,1,0.727832867314014,0.934407473251484,15
162,16QAM,64QAM,16qam,16QAM,16QAM,1,0.665849808619375,0.932665483530391,15
163,16QAM,64QAM,16qam,16QAM,16QAM,1,0.681774083715596,0.935994279930385,15
164,16QAM,64QAM,64qam,64QAM,64QAM,0,0.993488801769561,0.50287274716435,15
165,16QAM,64QAM,16qam,64QAM,64QAM,0,0.986376988164417,0.66196135044589,15
166,16QAM,64QAM,16qam,16QAM,16QAM,1,0.656815193122869,0.931715372378122,15
167,16QAM,64QAM,16qam,16QAM,16QAM,1,0.650892277059686,0.923016396411227,15
168,16QAM,64QAM,64qam,16QAM,16QAM,1,0.661929198702098,0.916740485979384,15
169,16QAM,64QAM,64qam,16QAM,64QAM,0,0.714989083483122,0.937151394775124,15
17,16QAM,64QAM,16qam,64QAM,64QAM,0,0.99060185564282,0.661557149811037,15
170,16QAM,64QAM,16qam,16QAM,16QAM,1,0.665184320374063,0.93725596799569,15
171,16QAM,64QAM,16qam,64QAM,64QAM,0,0.988808784323039,0.692097327940261,15
172,16QAM,64QAM,16qam,16QAM,16QAM,1,0.843748815280988,0.915776023296568,15
173,16QAM,16QAM,16qam,16QAM,16QAM,1,0.99290042269881,0.589767287018647,15
174,16QAM,64QAM,16qam,16QAM,16QAM,1,0.693138528910381,0.945899123850401,15
175,16QAM,64QAM,64qam,64QAM,64QAM,0,0.997238237259236,0.419771952326326,15
176,16QAM,64QAM,64qam,16QAM,64QAM,0,0.564898154891824,0.931620254592549,15
177,16QAM,64QAM,16qam,16QAM,16QAM,1,0.853744314838903,0.87699833107034,15
178,16QAM,64QAM,16qam,16QAM,16QAM,1,0.51772299315366,0.949436381791536,15
179,16QAM,64QAM,16qam,16QAM,16QAM,1,0.506803692734724,0.937548099477936,15
18,16QAM,64QAM,16qam,16QAM,64QAM,0,0.889418348305856,0.825479817850578,15
180,16QAM,64QAM,16qam,16QAM,16QAM,1,0.440864107688852,0.954492249553436,15
181,16QAM,64QAM,16qam,16QAM,16QAM,1,0.567610148250827,0.945769057815259,15
182,16QAM,16QAM,64qam,64QAM,64QAM,0,0.796852207954481,0.884169685390685,15
183,16QAM,64QAM,16qam,16QAM,16QAM,1,0.826009405120569,0.925897867081413,15
184,16QAM,64QAM,16qam,16QAM,16QAM,1,0.462864950803693,0.955030697265716,15
185,16QAM,64QAM,64qam,16QAM,64QAM,0,0.543735568514728,0.933128354264005,15
186,16QAM,64QAM,16qam,16QAM,64QAM,0,0.876446754161894,0.830848549515195,15
187,16QAM,64QAM,16qam,16QAM,16QAM,1,0.674180612428622,0.947671857209978,15
188,16QAM,64QAM,64qam,16QAM,64QAM,0,0.654115378403145,0.933057537271415,15
189,16QAM,64QAM,16qam,64QAM,64QAM,0,0.968040511894903,0.842250319418928,15
19,16QAM,64QAM,16qam,64QAM,64QAM,0,0.991767451015544,0.655912809576084,15
190,16QAM,64QAM,16qam,64QAM,64QAM,0,0.981238093664977,0.726468172757524,15
191,16QAM,64QAM,16qam,16QAM,16QAM,1,0.682224916066232,0.93589686570573,15
192,16QAM,64QAM,16qam,16QAM,16QAM,1,0.635535728463339,0.943783339790096,15
193,16QAM,64QAM,64qam,64QAM,64QAM,0,0.995001440892096,0.460893071019171,15
194,16QAM,64QAM,16qam,16QAM,16QAM,1,0.781973193565151,0.921102854148438,15
195,16QAM,64QAM,16qam,16QAM,16QAM,1,0.631363007690638,0.944234821537722,15
196,16QAM,64QAM,16qam,64QAM,64QAM,0,0.977572301773922,0.820901416326435,15
197,16QAM,64QAM,16qam,16QAM,16QAM,1,0.685823324603608,0.938511019308385,15
198,16QAM,64QAM,16qam,16QAM,16QAM,1,0.83953490402502,0.875542827630906,15
199,16QAM,64QAM,64qam,16QAM,64QAM,0,0.530272528292657,0.938797364528235,15
2,16QAM,16QAM,64qam,16QAM,16QAM,1,0.98889179153403,0.593042066098961,15
20,16QAM,64QAM,16qam,16QAM,16QAM,1,0.891067745390077,0.911151899356341,15
200,16QAM,64QAM,64qam,64QAM,64QAM,0,0.995980689323727,0.470555823668283,15
21,16QAM,64QAM,16qam,64QAM,64QAM,0,0.994497603681618,0.605117019304272,15
22,16QAM,64QAM,16qam,16QAM,16QAM,1,0.629105094952786,0.946107657464793,15
23,16QAM,64QAM,16qam,16QAM,16QAM,1,0.792397042156312,0.91819775687348,15
24,16QAM,64QAM,64qam,64QAM,64QAM,0,0.994623206500883,0.479414117244785,15
25,16QAM,64QAM,16qam,16QAM,16QAM,1,0.547260983026925,0.948690803925404,15
26,16QAM,64QAM,16qam,16QAM,16QAM,1,0.711192885574719,0.926007295431879,15
27,16QAM,64QAM,16qam,16QAM,16QAM,1,0.784955061281913,0.922341759218267,15
28,16QAM,64QAM,16qam,16QAM,16QAM,1,0.877331725949753,0.921410763620131,15
29,16QAM,64QAM,16qam,16QAM,64QAM,0,0.772028096607416,0.85642656261047,15
3,16QAM,64QAM,16qam,16QAM,16QAM,1,0.739523166412871,0.930161191728531,15
30,16QAM,64QAM,16qam,16QAM,16QAM,1,0.750765119434782,0.927123607486328,15
31,16QAM,64QAM,16qam,16QAM,16QAM,1,0.914883520311759,0.869895084704848,15
32,16QAM,64QAM,16qam,16QAM,16QAM,1,0.841223091312718,0.904410673652355,15
33,16QAM,64QAM,16qam,16QAM,16QAM,1,0.483954658792216,0.951117482620727,15
34,16QAM,64QAM,16qam,16QAM,64QAM,0,0.897851888738993,0.851521602415251,15
35,16QAM,64QAM,64qam,64QAM,64QAM,0,0.997362370453553,0.41029351633709,15
36,16QAM,64QAM,16qam,16QAM,16QAM,1,0.752065307224547,0.944102958480886,15
37,16QAM,64QAM,64qam,64QAM,64QAM,0,0.993564608480023,0.472032901111445,15
38,16QAM,64QAM,16qam,16QAM,16QAM,1,0.664311849605284,0.938815760327669,15
39,16QAM,64QAM,16qam,64QAM,64QAM,0,0.981304362452803,0.732137312419648,15
4,16QAM,64QAM,16qam,64QAM,64QAM,0,0.981865636554176,0.800283295948077,15
40,16QAM,64QAM,16qam,16QAM,64QAM,0,0.853078509065585,0.855715276024129,15
41,16QAM,64QAM,16qam,16QAM,16QAM,1,0.666072281605476,0.944127166625422,15
42,16QAM,64QAM,16qam,16QAM,64QAM,0,0.739616983637928,0.82627992258232,15
43,16QAM,64QAM,16qam,64QAM,64QAM,0,0.964852904396846,0.791742082975817,15
44,16QAM,64QAM,16qam,16QAM,16QAM,1,0.767168252245176,0.919326846602494,15
45,16QAM,64QAM,16qam,16QAM,16QAM,1,0.457659512284209,0.954181646891968,15
46,16QAM,64QAM,16qam,16QAM,16QAM,1,0.838380926631548,0.928139680176207,15
47,16QAM,64QAM,16qam,16QAM,16QAM,1,0.724758231971783,0.945324980598991,15
48,16QAM,64QAM,64qam,64QAM,64QAM,0,0.994332047769476,0.486498860237997,15
49,16QAM,64QAM,64qam,64QAM,64QAM,0,0.976483467182232,0.791093381533214,15
5,16QAM,64QAM,16qam,16QAM,16QAM,1,0.663820694976515,0.937869522517688,15
50,16QAM,64QAM,16qam,16QAM,16QAM,1,0.423974450755537,0.9582309045821,15
51,16QAM,64QAM,16qam,16QAM,16QAM,1,0.577399930141748,0.949937700301162,15
52,16QAM,64QAM,16qam,16QAM,16QAM,1,0.683083704468899,0.943227518878953,15
53,16QAM,64QAM,16qam,16QAM,16QAM,1,0.817216662373816,0.92990205159531,15
54,16QAM,8PSK,64qam,64QAM,64QAM,0,0.916978225277485,0.893832302163485,15
55,16QAM,64QAM,16qam,16QAM,64QAM,0,0.860940135916173,0.865602753343062,15
56,16QAM,64QAM,64qam,16QAM,64QAM,0,0.761958848464328,0.93620975693248,15
57,16QAM,64QAM,16qam,64QAM,64QAM,0,0.983121245107389,0.717015971101075,15
58,16QAM,64QAM,16qam,16QAM,16QAM,1,0.664595458340771,0.919671465615209,15
59,16QAM,64QAM,16qam,16QAM,16QAM,1,0.563145726024548,0.94415249812928,15
6,16QAM,64QAM,64qam,16QAM,64QAM,0,0.766640551517535,0.935378313269816,15
60,16QAM,64QAM,16qam,16QAM,16QAM,1,0.62239406144483,0.94086610804998,15
61,16QAM,64QAM,16qam,16QAM,16QAM,1,0.668220103641317,0.943012303511431,15
62,16QAM,64QAM,16qam,16QAM,16QAM,1,0.702359949120214,0.944479955546968,15
63,16QAM,64QAM,16qam,16QAM,16QAM,1,0.561054456135387,0.949581608072944,15
64,16QAM,64QAM,16qam,16QAM,16QAM,1,0.851514859475336,0.883101034896479,15
65,16QAM,64QAM,16qam,16QAM,16QAM,1,0.734630984161319,0.933902622557341,15
66,16QAM,64QAM,16qam,16QAM,16QAM,1,0.661572147749901,0.934619386777741,15
67,16QAM,64QAM,16qam,64QAM,64QAM,0,0.981845193767335,0.682240903843811,15
68,16QAM,64QAM,16qam,64QAM,64QAM,0,0.923289268772229,0.90420798703287,15
69,16QAM,64QAM,16qam,16QAM,16QAM,1,0.601269387974957,0.947301417584539,15
7,16QAM,64QAM,64qam,16QAM,16QAM,1,0.583412343864652,0.929532453210043,15
70,16QAM,16QAM,16qam,16QAM,16QAM,1,0.997986035965612,0.347480372236399,15
71,16QAM,64QAM,16qam,16QAM,64QAM,0,0.75736914247632,0.88298142585604,15
72,16QAM,64QAM,16qam,16QAM,16QAM,1,0.779070647494592,0.910390269222394,15
73,16QAM,64QAM,16qam,16QAM,16QAM,1,0.468234121966103,0.95043071446152,15
74,16QAM,64QAM,64qam,64QAM,64QAM,0,0.990604686795934,0.572729748846755,15
75,16QAM,64QAM,16qam,16QAM,16QAM,1,0.707780784791671,0.935856935245036,15
76,16QAM,64QAM,16qam,64QAM,64QAM,0,0.991141013452606,0.719305055264582,15
77,16QAM,64QAM,16qam,16QAM,64QAM,0,0.743170718858292,0.849936436208094,15
78,16QAM,64QAM,16qam,16QAM,16QAM,1,0.776207787718665,0.922950929830294,15
79,16QAM,64QAM,16qam,16QAM,16QAM,1,0.671475921415937,0.940864032071816,15
8,16QAM,64QAM,16qam,16QAM,16QAM,1,0.884886891625359,0.894833954259338,15
80,16QAM,64QAM,16qam,16QAM,16QAM,1,0.547735514713516,0.948259737712548,15
81,16QAM,64QAM,16qam,16QAM,16QAM,1,0.735510217115342,0.922615186378356,15
82,16QAM,64QAM,16qam,16QAM,64QAM,0,0.887743391089509,0.813745715177317,15
83,16QAM,64QAM,64qam,16QAM,64QAM,0,0.563584986842064,0.939974082690906,15
84,16QAM,64QAM,16qam,16QAM,16QAM,1,0.638780454334738,0.940998984585929,15
85,16QAM,64QAM,64qam,64QAM,64QAM,0,0.996707505764602,0.367757484352491,15
86,16QAM,64QAM,16qam,16QAM,16QAM,1,0.679259273680979,0.935969458121679,15
87,16QAM,64QAM,16qam,64QAM,64QAM,0,0.990893359431761,0.583518859948449,15
88,16QAM,64QAM,16qam,16QAM,16QAM,1,0.509537150655386,0.938176364543471,15
89,16QAM,64QAM,16qam,16QAM,16QAM,1,0.567250377880424,0.948533291429963,15
9,16QAM,64QAM,16qam,16QAM,16QAM,1,0.780123690375806,0.919914757545384,15
90,16QAM,64QAM,16qam,16QAM,16QAM,1,0.727376710464694,0.93976330347031,15
91,16QAM,64QAM,16qam,16QAM,16QAM,1,0.772620449532335,0.932196255065391,15
92,16QAM,64QAM,16qam,16QAM,64QAM,0,0.853482688582652,0.840500746835377,15
93,16QAM,64QAM,16qam,16QAM,16QAM,1,0.830793330644881,0.923962700879168,15
94,16QAM,64QAM,16qam,16QAM,16QAM,1,0.841386276053127,0.896301678657135,15
95,16QAM,64QAM,64qam,16QAM,64QAM,0,0.531482756219739,0.938761703803926,15
96,16QAM,64QAM,16qam,64QAM,64QAM,0,0.979590776505413,0.775817301068244,15
97,16QAM,64QAM,16qam,16QAM,16QAM,1,0.810005695813238,0.922383795496013,15
98,16QAM,64QAM,16qam,16QAM,16QAM,1,0.639424387811637,0.942341065521411,15
99,16QAM,64QAM,16qam,16QAM,16QAM,1,0.704128922277975,0.941992661077471,15
1,16QAM,16QAM,64qam,16QAM,16QAM,1,0.760828262389593,0.354869372698572,2.5
10,16QAM,64QAM,64qam,16QAM,16QAM,1,0.692615377396348,0.390689443841246,2.5
100,16QAM,16QAM,64qam,16QAM,16QAM,1,0.772715450621883,0.38096951202991,2.5
101,16QAM,16QAM,64qam,16QAM,16QAM,1,0.765138162666761,0.383200010736413,2.5
102,16QAM,64QAM,64qam,16QAM,16QAM,1,0.567980051216938,0.434913019831748,2.5
103,16QAM,16QAM,64qam,16QAM,16QAM,1,0.802128628471272,0.370753958112294,2.5
104,16QAM,64QAM,64qam,16QAM,16QAM,1,0.541285499516096,0.445622645929993,2.5
105,16QAM,16QAM,16qam,16QAM,16QAM,1,0.864058904051112,0.270848769963744,2.5
106,16QAM,16QAM,16qam,16QAM,16QAM,1,0.868081944125153,0.281305107181334,2.5
107,16QAM,64QAM,64qam,16QAM,16QAM,1,0.520894183141113,0.4471290737845,2.5
108,16QAM,16QAM,16qam,16QAM,16QAM,1,0.930780632436138,0.182365343630773,2.5
109,16QAM,16QAM,64qam,16QAM,16QAM,1,0.795987200212652,0.359621696219921,2.5
11,16QAM,16QAM,16qam,16QAM,16QAM,1,0.824139554376099,0.331532145053603,2.5
110,16QAM,64QAM,64qam,16QAM,16QAM,1,0.557708888205684,0.431383950506657,2.5
111,16QAM,64QAM,64qam,16QAM,16QAM,1,0.60502610726391,0.422108459769676,2.5
112,16QAM,16QAM,16qam,16QAM,16QAM,1,0.784816303372009,0.334839086231979,2.5
113,16QAM,16QAM,16qam,16QAM,16QAM,1,0.883353021241657,0.249065324277795,2.5
114,16QAM,16QAM,16qam,16QAM,16QAM,1,0.863088758342341,0.284047403800722,2.5
115,16QAM,64QAM,64qam,16QAM,16QAM,1,0.554703640315037,0.431658490444625,2.5
116,16QAM,64QAM,64qam,16QAM,64QAM,0,0.485325929712414,0.451961036784049,2.5
117,16QAM,64QAM,64qam,16QAM,16QAM,1,0.499009102008712,0.461344576650708,2.5
118,16QAM,64QAM,16qam,16QAM,16QAM,1,0.664939841924711,0.417777834864931,2.5
119,16QAM,16QAM,64qam,16QAM,16QAM,1,0.671121522713057,0.403883265713603,2.5
12,16QAM,16QAM,16qam,16QAM,16QAM,1,0.888754605317264,0.252544047486601,2.5
120,16QAM,64QAM,64qam,16QAM,16QAM,1,0.687692110123848,0.389115160896827,2.5
121,16QAM,16QAM,64qam,16QAM,16QAM,1,0.753916959700765,0.363195461710718,2.5
122,16QAM,16QAM,64qam,16QAM,16QAM,1,0.849239587345929,0.302903603900367,2.5
123,16QAM,16QAM,16qam,16QAM,16QAM,1,0.799351881431107,0.330526324464986,2.5
124,16QAM,64QAM,64qam,16QAM,16QAM,1,0.611802097426736,0.409542825069239,2.5
125,16QAM,64QAM,64qam,16QAM,16QAM,1,0.66315795439586,0.399918407365213,2.5
126,16QAM,16QAM,64qam,16QAM,16QAM,1,0.754079170436156,0.400736299635025,2.5
127,16QAM,16QAM,64qam,16QAM,16QAM,1,0.724695484157366,0.373387727198391,2.5
128,16QAM,16QAM,64qam,16QAM,16QAM,1,0.826269757228698,0.336993842184935,2.5
129,16QAM,64QAM,64qam,16QAM,16QAM,1,0.635905948424133,0.411020478276298,2.5
13,16QAM,64QAM,64qam,16QAM,16QAM,1,0.566383482443293,0.435410016722602,2.5
130,16QAM,16QAM,16qam,16QAM,16QAM,1,0.874813406004481,0.267661823456449,2.5
131,16QAM,16QAM,64qam,16QAM,16QAM,1,0.857594928738572,0.299851276684005,2.5
132,16QAM,16QAM,64qam,16QAM,16QAM,1,0.738352078241921,0.382566875474631,2.5
133,16QAM,16QAM,16qam,16QAM,16QAM,1,0.79963504189734,0.320230523060811,2.5
134,16QAM,64QAM,64qam,16QAM,16QAM,1,0.534896207352422,0.451669722926535,2.5
135,16QAM,16QAM,64qam,16QAM,16QAM,1,0.839293839075657,0.318893971257809,2.5
136,16QAM,16QAM,64qam,16QAM,16QAM,1,0.680513108216982,0.392966287736569,2.5
137,16QAM,16QAM,16qam,16QAM,16QAM,1,0.888784639109355,0.249294390007044,2.5
138,16QAM,16QAM,64qam,16QAM,16QAM,1,0.675328183277083,0.399222508419615,2.5
139,16QAM,16QAM,16qam,16QAM,16QAM,1,0.925570809212501,0.200557918676474,2.5
14,16QAM,64QAM,64qam,16QAM,16QAM,1,0.537001916631822,0.449204116363045,2.5
140,16QAM,16QAM,16qam,16QAM,16QAM,1,0.902608761287017,0.233142416696453,2.5
141,16QAM,64QAM,64qam,16QAM,64QAM,0,0.53746212807003,0.456319702539082,2.5
142,16QAM,16QAM,64qam,16QAM,16QAM,1,0.741500454195765,0.370091633786204,2.5
143,16QAM,64QAM,64qam,16QAM,16QAM,1,0.525811215006385,0.442644141899202,2.5
144,16QAM,64QAM,64qam,16QAM,16QAM,1,0.509159793176154,0.454818143862543,2.5
145,16QAM,16QAM,64qam,16QAM,16QAM,1,0.840916469454752,0.329097616076685,2.5
146,16QAM,16QAM,16qam,16QAM,16QAM,1,0.877887762924291,0.271200770897593,2.5
147,16QAM,16QAM,16qam,16QAM,16QAM,1,0.887957471015968,0.253692882226679,2.5
148,16QAM,64QAM,64qam,16QAM,16QAM,1,0.543803745035398,0.45527428868062,2.5
149,16QAM,64QAM,16qam,16QAM,16QAM,1,0.798352705188213,0.325850309861463,2.5
15,16QAM,16QAM,64qam,16QAM,16QAM,1,0.822481246425161,0.31374948162097,2.5
150,16QAM,16QAM,64qam,16QAM,16QAM,1,0.848034309108856,0.308672403478598,2.5
151,16QAM,16QAM,16qam,16QAM,16QAM,1,0.821663352307416,0.336512943897013,2.5
152,16QAM,64QAM,64qam,16QAM,16QAM,1,0.631227525173898,0.405480504245167,2.5
153,16QAM,64QAM,64qam,16QAM,16QAM,1,0.507193280335444,0.442392715180688,2.5
154,16QAM,64QAM,16qam,16QAM,16QAM,1,0.75060679201439,0.357213626190842,2.5
155,16QAM,64QAM,64qam,16QAM,16QAM,1,0.578894867975173,0.434973813128565,2.5
156,16QAM,16QAM,16qam,16QAM,16QAM,1,0.914627881857651,0.221653495953185,2.5
157,16QAM,64QAM,64qam,16QAM,16QAM,1,0.553319020212569,0.438206251128995,2.5
158,16QAM,64QAM,64qam,16QAM,16QAM,1,0.667177289529328,0.395187772646541,2.5
159,16QAM,16QAM,16qam,16QAM,16QAM,1,0.828100306403169,0.330597353418113,2.5
16,16QAM,16QAM,16qam,16QAM,16QAM,1,0.837236529311863,0.288642812550355,2.5
160,16QAM,16QAM,16qam,16QAM,16QAM,1,0.885337725845013,0.239229669259077,2.5
161,16QAM,64QAM,64qam,16QAM,16QAM,1,0.666935333196253,0.394802440560403,2.5
162,16QAM,16QAM,64qam,16QAM,16QAM,1,0.858611632010567,0.315256105230804,2.5
163,16QAM,16QAM,16qam,16QAM,16QAM,1,0.889358601736217,0.250489638789269,2.5
164,16QAM,16QAM,64qam,16QAM,16QAM,1,0.62880759941674,0.415707515106377,2.5
165,16QAM,16QAM,64qam,16QAM,16QAM,1,0.808368066598019,0.348435497403555,2.5
166,16QAM,16QAM,16qam,16QAM,16QAM,1,0.919652762428031,0.195973665916841,2.5
167,16QAM,64QAM,64qam,16QAM,64QAM,0,0.490601802254889,0.455561603835276,2.5
168,16QAM,64QAM,64qam,16QAM,16QAM,1,0.533343945354043,0.436246249463927,2.5
169,16QAM,64QAM,64qam,16QAM,16QAM,1,0.511458910601556,0.451547814003926,2.5
17,16QAM,16QAM,64qam,16QAM,16QAM,1,0.804300395488874,0.336159607917997,2.5
170,16QAM,16QAM,64qam,16QAM,16QAM,1,0.811600174334425,0.355196400912527,2.5
171,16QAM,16QAM,64qam,16QAM,16QAM,1,0.837182390306555,0.323462440970801,2.5
172,16QAM,16QAM,16qam,16QAM,16QAM,1,0.902226114003997,0.244508524494875,2.5
173,16QAM,16QAM,64qam,16QAM,16QAM,1,0.858383371496816,0.291514019118358,2.5
174,16QAM,64QAM,16qam,16QAM,16QAM,1,0.741431726822684,0.387916350516191,2.5
175,16QAM,64QAM,16qam,16QAM,16QAM,1,0.771255812803325,0.343328205549769,2.5
176,16QAM,64QAM,64qam,16QAM,16QAM,1,0.536074992216943,0.456915281515928,2.5
177,16QAM,64QAM,64qam,16QAM,16QAM,1,0.517697676330963,0.45034675435525,2.5
178,16QAM,16QAM,16qam,16QAM,16QAM,1,0.927289655435271,0.185809344412624,2.5
179,16QAM,64QAM,16qam,16QAM,16QAM,1,0.694100560711535,0.403531870854678,2.5
18,16QAM,16QAM,16qam,16QAM,16QAM,1,0.880131394141329,0.260541638407277,2.5
180,16QAM,64QAM,64qam,16QAM,16QAM,1,0.554324606854153,0.43614204729145,2.5
181,16QAM,64QAM,64qam,16QAM,16QAM,1,0.552296371427623,0.441635521799251,2.5
182,16QAM,64QAM,64qam,16QAM,16QAM,1,0.582429749551914,0.420220628321155,2.5
183,16QAM,64QAM,64qam,16QAM,16QAM,1,0.54074572972038,0.44187547868083,2.5
184,16QAM,16QAM,16qam,16QAM,16QAM,1,0.844892387018409,0.283631396005706,2.5
185,16QAM,64QAM,16qam,16QAM,16QAM,1,0.690811517560132,0.404454021857847,2.5
186,16QAM,16QAM,16qam,16QAM,16QAM,1,0.872352460903636,0.253703553615747,2.5
187,16QAM,64QAM,64qam,16QAM,16QAM,1,0.693636701019491,0.373501250329209,2.5
188,16QAM,16QAM,64qam,16QAM,16QAM,1,0.766490950796267,0.392389476957114,2.5
189,16QAM,64QAM,64qam,16QAM,16QAM,1,0.591224395479323,0.422284050474282,2.5
19,16QAM,64QAM,64qam,16QAM,16QAM,1,0.516892713802448,0.447179445506858,2.5
190,16QAM,16QAM,64qam,16QAM,16QAM,1,0.674922015373526,0.400476502800453,2.5
191,16QAM,64QAM,64qam,16QAM,64QAM,0,0.519853895763605,0.451822870721934,2.5
192,16QAM,16QAM,64qam,16QAM,16QAM,1,0.761897430039435,0.377010538676642,2.5
193,16QAM,16QAM,64qam,16QAM,16QAM,1,0.814432460976637,0.34882227491211,2.5
194,16QAM,16QAM,64qam,16QAM,16QAM,1,0.807248607699087,0.343494712624031,2.5
195,16QAM,64QAM,64qam,16QAM,16QAM,1,0.486881025091858,0.451662725626951,2.5
196,16QAM,16QAM,64qam,16QAM,16QAM,1,0.835647612860846,0.326791206643369,2.5
197,16QAM,64QAM,64qam,16QAM,16QAM,1,0.562059520552913,0.435226726842372,2.5
198,16QAM,16QAM,16qam,16QAM,16QAM,1,0.866034235090856,0.278566374967695,2.5
199,16QAM,16QAM,64qam,16QAM,16QAM,1,0.810774945597503,0.34801083757757,2.5
2,16QAM,16QAM,16qam,16QAM,16QAM,1,0.925251100753171,0.198610732746205,2.5
20,16QAM,64QAM,64qam,16QAM,16QAM,1,0.599562311146021,0.423994939003689,2.5
200,16QAM,64QAM,64qam,16QAM,16QAM,1,0.493701926926681,0.454478400214167,2.5
21,16QAM,64QAM,64qam,16QAM,64QAM,0,0.503161184516865,0.454386630217706,2.5
22,16QAM,64QAM,16qam,16QAM,16QAM,1,0.649550476532236,0.416481535952115,2.5
23,16QAM,64QAM,16qam,16QAM,16QAM,1,0.738900386983843,0.371982877679594,2.5
24,16QAM,64QAM,64qam,16QAM,16QAM,1,0.491748722948875,0.451746720794924,2.5
25,16QAM,64QAM,64qam,16QAM,16QAM,1,0.549346522864461,0.435137437823578,2.5
26,16QAM,64QAM,64qam,16QAM,16QAM,1,0.561292128349174,0.436946757760903,2.5
